ID Cliente;Nome Cliente;Segmento;Cidade;Estado;Pais;Mercado;Regiao
TH-21100;Thea Hendricks;Consumidor;Lyon;Rhône-Alpes;France;EU;Central
MC-17275;Marc Crier;Consumidor;Lille;Nord-Pas-de-Calais;France;EU;Central
NG-8430;Nathan Gelder;Consumidor;Chelyabinsk;Chelyabinsk;Russia;EMEA;EMEA
KD-16615;Ken Dana;Corporativo;Marseille;Provence-Alpes-Côte d'Azur;France;EU;Central
MC-17605;Matt Connell;Corporativo;Santo Domingo;Santo Domingo;Dominican Republic;LATAM;Caribbean
JK-15625;Jim Karlsson;Consumidor;Mejicanos;San Salvador;El Salvador;LATAM;Central
TS-11505;Tony Sayre;Consumidor;Algiers;Alger;Algeria;Africa;Africa
LD-6855;Lela Donovan;Corporativo;Pretoria;Gauteng;South Africa;Africa;Africa
LP-17080;Liz Pelletier;Consumidor;Melbourne;Victoria;Australia;APAC;Oceania
CV-12805;Cynthia Voltz;Corporativo;Matsudo;Chiba;Japan;APAC;North Asia
MO-17500;Mary O'Rourke;Consumidor;Aachen;North Rhine-Westphalia;Germany;EU;Central
MS-17530;MaryBeth Skach;Consumidor;Melbourne;Victoria;Australia;APAC;Oceania
GA-14515;George Ashbrook;Consumidor;Ballarat;Victoria;Australia;APAC;Oceania
CS-12355;Christine Sundaresam;Consumidor;Gold Coast;Queensland;Australia;APAC;Oceania
GM-14500;Gene McClure;Consumidor;Managua;Managua;Nicaragua;LATAM;Central
CC-2670;Craig Carreira;Consumidor;Beirut;Beirut;Lebanon;EMEA;EMEA
MN-17935;Michael Nguyen;Consumidor;Hefei;Anhui;China;APAC;North Asia
JM-16195;Justin MacKendrick;Consumidor;Louisville;Kentucky;United States;US;South
DB-13615;Doug Bickford;Consumidor;Los Angeles;California;United States;US;West
PK-18910;Paul Knutson;Outros;San Luis Potosí;San Luis Potosí;Mexico;LATAM;North
LS-16945;Linda Southworth;Corporativo;Tegal;Jawa Tengah;Indonesia;APAC;Southeast Asia
JK-15730;Joe Kamberova;Consumidor;Rome;Lazio;Italy;EU;South
SW-10275;Scott Williamson;Consumidor;Kitchener;Ontario;Canada;Canada;Canada
MC-18100;Mick Crebagga;Consumidor;Sevran;Ile-de-France;France;EU;Central
EH-13945;Eric Hoffmann;Consumidor;Portici;Campania;Italy;EU;South
LC-16930;Linda Cazamias;Corporativo;Sparks;Nevada;United States;US;West
MA-17995;Michelle Arnett;Outros;Duisburg;North Rhine-Westphalia;Germany;EU;Central
SP-20650;Stephanie Phelps;Corporativo;Balikpapan;Kalimantan Timur;Indonesia;APAC;Southeast Asia
JH-15430;Jennifer Halladay;Consumidor;Poza Rica de Hidalgo;Veracruz;Mexico;LATAM;North
ML-17755;Max Ludwig;Outros;Clichy-sous-Bois;Ile-de-France;France;EU;Central
PC-18745;Pamela Coakley;Corporativo;Antipolo;Calabarzon;Philippines;APAC;Southeast Asia
KE-16420;Katrina Edelman;Corporativo;Curitiba;Parana;Brazil;LATAM;South
EM-4200;Evan Minnotte;Outros;Sale;Rabat-Salé-Zemmour-Zaer;Morocco;Africa;Africa
DW-13480;Dianna Wilson;Outros;Albury;New South Wales;Australia;APAC;Oceania
SC-10680;Steve Carroll;Outros;Kutahya;Kutahya;Turkey;EMEA;EMEA
JG-15805;John Grady;Corporativo;Daqing;Heilongjiang;China;APAC;North Asia
LL-16840;Lauren Leatherbury;Consumidor;Waynesboro;Virginia;United States;US;South
PV-8985;Paul Van Hugh;Outros;Yaounde;Centre;Cameroon;Africa;Africa
PO-19180;Philisse Overcash;Outros;Chicago;Illinois;United States;US;Central
SH-19975;Sally Hughsby;Corporativo;Rockhampton;Queensland;Australia;APAC;Oceania
GA-14725;Guy Armstrong;Consumidor;Jiangdu;Jiangsu;China;APAC;North Asia
GT-4755;Guy Thornton;Consumidor;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
PR-18880;Patrick Ryan;Consumidor;Puebla;Puebla;Mexico;LATAM;North
AG-10765;Anthony Garverick;Outros;Mumbai;Maharashtra;India;APAC;Central Asia
SE-20110;Sanjit Engle;Consumidor;Stuttgart;Baden-Württemberg;Germany;EU;Central
JB-16045;Julia Barnett;Outros;Santiago;Santiago;Chile;LATAM;South
JM-5580;Jill Matthias;Consumidor;Nairobi;Nairobi;Kenya;Africa;Africa
JO-15280;Jas O'Carroll;Consumidor;Hyderabad;Telangana;India;APAC;Central Asia
LP-17095;Liz Preis;Consumidor;Aurora;Illinois;United States;US;Central
EJ-14155;Eva Jacobs;Consumidor;Bayamo;Granma;Cuba;LATAM;Caribbean
VW-21775;Victoria Wilson;Corporativo;San Francisco;California;United States;US;West
GM-14455;Gary Mitchum;Outros;Kabul;Kabul;Afghanistan;APAC;Central Asia
BF-1080;Bart Folk;Consumidor;Edmonton;Alberta;Canada;Canada;Canada
SM-20905;Susan MacKendrick;Consumidor;Lismore;New South Wales;Australia;APAC;Oceania
BO-1425;Bobby Odegard;Consumidor;Sikasso;Sikasso;Mali;Africa;Africa
AW-10930;Arthur Wiediger;Outros;Nottingham;England;United Kingdom;EU;North
JP-15460;Jennifer Patt;Corporativo;Medan;Sumatera Utara;Indonesia;APAC;Southeast Asia
AS-10240;Alan Shonely;Consumidor;Whyalla;South Australia;Australia;APAC;Oceania
TB-11625;Trudy Brown;Consumidor;Bagcilar;Istanbul;Turkey;EMEA;EMEA
JP-5520;Jeremy Pistek;Consumidor;Dar es Salaam;Dar Es Salaam;Tanzania;Africa;Africa
BD-11770;Bryan Davis;Consumidor;Bressuire;Poitou-Charentes;France;EU;Central
BD-11635;Brian Derr;Consumidor;Perth;Western Australia;Australia;APAC;Oceania
CC-2370;Christopher Conant;Consumidor;Chelyabinsk;Chelyabinsk;Russia;EMEA;EMEA
PO-8850;Patrick O'Brill;Consumidor;Pretoria;Gauteng;South Africa;Africa;Africa
TZ-21445;Tom Zandusky;Corporativo;Luoyang;Guangdong;China;APAC;North Asia
RB-19435;Richard Bierner;Consumidor;Depok;Yogyakarta;Indonesia;APAC;Southeast Asia
JE-15475;Jeremy Ellison;Consumidor;Kawagoe;Saitama;Japan;APAC;North Asia
AI-10855;Arianne Irving;Consumidor;Sydney;New South Wales;Australia;APAC;Oceania
MH-17440;Mark Haberlin;Corporativo;Qingdao;Shandong;China;APAC;North Asia
JE-6165;Justin Ellison;Corporativo;Misratah;Misratah;Libya;Africa;Africa
DS-13180;David Smith;Corporativo;Managua;Managua;Nicaragua;LATAM;Central
AC-10660;Anna Chung;Consumidor;Can Tho;T?nh C?n Th?;Vietnam;APAC;Southeast Asia
MH-17455;Mark Hamilton;Consumidor;Greenwood;Indiana;United States;US;Central
CC-12430;Chuck Clark;Outros;Morelia;Michoacán;Mexico;LATAM;North
NG-18355;Nat Gilpin;Corporativo;Santiago de Cuba;Santiago de Cuba;Cuba;LATAM;Caribbean
RC-19825;Roy Collins;Consumidor;Woking;England;United Kingdom;EU;North
JD-16015;Joy Daniels;Consumidor;Mixco;Guatemala;Guatemala;LATAM;Central
JH-5910;Jonathan Howell;Consumidor;Johannesburg;Gauteng;South Africa;Africa;Africa
SC-10695;Steve Chapman;Corporativo;Port Elizabeth;Eastern Cape;South Africa;Africa;Africa
RD-9930;Russell D'Ascenzo;Consumidor;Mashhad;Razavi Khorasan;Iran;EMEA;EMEA
LC-6930;Linda Cazamias;Corporativo;Torbali;Izmir;Turkey;EMEA;EMEA
DW-13195;David Wiener;Corporativo;Bhiwandi;Maharashtra;India;APAC;Central Asia
RD-19900;Ruben Dartt;Consumidor;Kaifeng;Henan;China;APAC;North Asia
MV-18190;Mike Vittorini;Consumidor;Raleigh;North Carolina;United States;US;South
RD-19480;Rick Duston;Consumidor;Sydney;New South Wales;Australia;APAC;Oceania
SV-20365;Seth Vernon;Consumidor;New York City;New York;United States;US;East
LS-17230;Lycoris Saunders;Consumidor;Tlalnepantla;México;Mexico;LATAM;North
GD-14590;Giulietta Dortch;Corporativo;Sydney;New South Wales;Australia;APAC;Oceania
EB-13750;Edward Becker;Corporativo;Singapore;Singapore;Singapore;APAC;Southeast Asia
KH-6360;Katherine Hughes;Consumidor;Nairobi;Nairobi;Kenya;Africa;Africa
BF-11275;Beth Fritzler;Corporativo;La Romana;La Romana;Dominican Republic;LATAM;Caribbean
NG-18430;Nathan Gelder;Consumidor;Cambridge;England;United Kingdom;EU;North
Co-12640;Corey-Lock;Consumidor;Carora;Lara;Venezuela;LATAM;South
SF-20965;Sylvia Foulston;Corporativo;Newcastle;New South Wales;Australia;APAC;Oceania
KB-16405;Katrina Bavinger;Outros;Dublin;Dublin;Ireland;EU;North
LC-16870;Lena Cacioppo;Consumidor;Nice;Provence-Alpes-Côte d'Azur;France;EU;Central
JL-15505;Jeremy Lonsdale;Consumidor;Mexico City;Distrito Federal;Mexico;LATAM;North
BD-11725;Bruce Degenhardt;Consumidor;Mixco;Guatemala;Guatemala;LATAM;Central
TM-21010;Tamara Manning;Consumidor;Trier;Rhineland-Palatinate;Germany;EU;Central
AB-150;Aimee Bixby;Consumidor;Shiraz;Fars;Iran;EMEA;EMEA
BW-11065;Barry Weirich;Consumidor;Cologne;North Rhine-Westphalia;Germany;EU;Central
FM-14380;Fred McMath;Consumidor;Xinshi;Hubei;China;APAC;North Asia
PC-8745;Pamela Coakley;Corporativo;Sofia;Sofiya-Grad;Bulgaria;EMEA;EMEA
BN-1470;Brad Norvell;Corporativo;Katowice;Silesia;Poland;EMEA;EMEA
AH-10120;Adrian Hane;Outros;Culiacán;Sinaloa;Mexico;LATAM;North
LF-17185;Luke Foster;Consumidor;San Antonio;Texas;United States;US;Central
DJ-13630;Doug Jacobs;Consumidor;Montenegro;Quindío;Colombia;LATAM;South
SJ-20125;Sanjit Jacobs;Outros;Boulogne-Billancourt;Ile-de-France;France;EU;Central
ML-18265;Muhammed Lee;Consumidor;Leipzig;Saxony;Germany;EU;Central
SF-10965;Sylvia Foulston;Corporativo;Kermanshah;Kermanshah;Iran;EMEA;EMEA
PO-8865;Patrick O'Donnell;Consumidor;Guelma;Guelma;Algeria;Africa;Africa
MH-17290;Marc Harrigan;Outros;Singapore;Singapore;Singapore;APAC;Southeast Asia
NR-18550;Nick Radford;Consumidor;Shantou;Guangdong;China;APAC;North Asia
MK-17905;Michael Kennedy;Corporativo;Rockford;Illinois;United States;US;Central
DB-13660;Duane Benoit;Consumidor;Nantes;Pays de la Loire;France;EU;Central
PH-18790;Patricia Hirasaki;Outros;Wellington;Wellington;New Zealand;APAC;Oceania
AB-10165;Alan Barnes;Consumidor;Grenoble;Rhône-Alpes;France;EU;Central
CA-12055;Cathy Armstrong;Outros;Castrop-Rauxel;North Rhine-Westphalia;Germany;EU;Central
JF-5295;Jason Fortune-;Consumidor;Rasht;Gilan;Iran;EMEA;EMEA
KT-16465;Kean Takahito;Consumidor;Glendale;Arizona;United States;US;West
RB-9705;Roger Barcio;Outros;Cairo;Al Qahirah;Egypt;Africa;Africa
BD-1725;Bruce Degenhardt;Consumidor;Ramat Aviv;Tel Aviv;Israel;EMEA;EMEA
EB-13705;Ed Braxton;Corporativo;Paulista;Pernambuco;Brazil;LATAM;South
MG-17875;Michael Grace;Outros;Wagga Wagga;New South Wales;Australia;APAC;Oceania
MG-17650;Matthew Grinstein;Outros;Lunel;Languedoc-Roussillon;France;EU;Central
AG-10270;Alejandro Grove;Consumidor;Whangarei;Northland;New Zealand;APAC;Oceania
NP-8685;Nora Pelletier;Outros;Pretoria;Gauteng;South Africa;Africa;Africa
AS-630;Ann Steele;Outros;Lagos;Lagos;Nigeria;Africa;Africa
SC-20680;Steve Carroll;Outros;Ninghai;Shandong;China;APAC;North Asia
MC-17590;Matt Collister;Corporativo;Chimaltenango;Chimaltenango;Guatemala;LATAM;Central
TP-11415;Tom Prescott;Consumidor;Toronto;Ontario;Canada;Canada;Canada
HH-15010;Hilary Holden;Corporativo;Nagpur;Maharashtra;India;APAC;Central Asia
BT-11485;Brad Thomas;Outros;El Prat de Llobregat;Catalonia;Spain;EU;South
EB-13870;Emily Burns;Consumidor;Pematangsiantar;Sumatera Utara;Indonesia;APAC;Southeast Asia
JP-15520;Jeremy Pistek;Consumidor;San Francisco;California;United States;US;West
CM-2115;Chad McGuire;Consumidor;Cairo;Al Qahirah;Egypt;Africa;Africa
EA-14035;Erin Ashbrook;Corporativo;Monterrey;Nuevo León;Mexico;LATAM;North
FH-14350;Fred Harton;Consumidor;Woking;England;United Kingdom;EU;North
BS-1800;Bryan Spruell;Outros;Cape Town;Western Cape;South Africa;Africa;Africa
AA-10375;Allen Armold;Consumidor;Santa Catarina;Nuevo León;Mexico;LATAM;North
BN-11515;Bradley Nguyen;Consumidor;Angers;Pays de la Loire;France;EU;Central
EG-3900;Emily Grady;Consumidor;Annaba;Annaba;Algeria;Africa;Africa
RE-19405;Ricardo Emerson;Consumidor;San Salvador;San Salvador;El Salvador;LATAM;Central
ND-18460;Neil Ducich;Corporativo;Managua;Managua;Nicaragua;LATAM;Central
TT-21460;Tonja Turnell;Outros;Fort Worth;Texas;United States;US;Central
ML-18040;Michelle Lonsdale;Corporativo;Brisbane;Queensland;Australia;APAC;Oceania
JL-5505;Jeremy Lonsdale;Consumidor;Baghdad;Baghdad;Iraq;EMEA;EMEA
SP-20545;Sibella Parks;Corporativo;Brisbane;Queensland;Australia;APAC;Oceania
SF-10065;Sandra Flanagan;Consumidor;Donets'k;Donetsk;Ukraine;EMEA;EMEA
AS-10045;Aaron Smayling;Corporativo;Jacksonville;North Carolina;United States;US;South
TT-11220;Thomas Thornton;Consumidor;Dar es Salaam;Dar Es Salaam;Tanzania;Africa;Africa
AH-10195;Alan Haines;Corporativo;San Salvador;San Salvador;El Salvador;LATAM;Central
KH-6630;Ken Heidel;Corporativo;Riyadh;Ar Riyad;Saudi Arabia;EMEA;EMEA
AA-10645;Anna Andreadi;Consumidor;Jakarta;Jakarta;Indonesia;APAC;Southeast Asia
JL-15130;Jack Lebron;Consumidor;Villeurbanne;Rhône-Alpes;France;EU;Central
KM-6375;Katherine Murray;Outros;Chililabombwe;Copperbelt;Zambia;Africa;Africa
LS-16975;Lindsay Shagiari;Outros;Baltimore;Maryland;United States;US;East
KL-16645;Ken Lonsdale;Consumidor;Detroit;Michigan;United States;US;Central
EH-14185;Evan Henry;Consumidor;Schwerin;Mecklenburg-Vorpommern;Germany;EU;Central
KW-6570;Kelly Williams;Consumidor;Brasov;Brasov;Romania;EMEA;EMEA
DB-3060;Dave Brooks;Consumidor;Arbil;Arbil;Iraq;EMEA;EMEA
FA-14230;Frank Atkinson;Corporativo;Dortmund;North Rhine-Westphalia;Germany;EU;Central
JF-15565;Jill Fjeld;Consumidor;Munich;Bavaria;Germany;EU;Central
LO-7170;Lori Olson;Corporativo;Nairobi;Nairobi;Kenya;Africa;Africa
KB-6315;Karl Braun;Consumidor;Makhachkala;Dagestan;Russia;EMEA;EMEA
BS-11755;Bruce Stewart;Consumidor;Cairns;Queensland;Australia;APAC;Oceania
RB-19465;Rick Bensley;Outros;Devonport;Tasmania;Australia;APAC;Oceania
HF-14995;Herbert Flentye;Consumidor;Paris;Ile-de-France;France;EU;Central
MP-17965;Michael Paige;Corporativo;Hanoi;Th? Dô Hà N?i;Vietnam;APAC;Southeast Asia
JJ-15445;Jennifer Jackson;Consumidor;Genk;Limburg;Belgium;EU;Central
LC-17140;Logan Currie;Consumidor;New York City;New York;United States;US;East
TT-11070;Ted Trevino;Consumidor;Kumasi;Ashanti;Ghana;Africa;Africa
BF-11020;Barry Französisch;Corporativo;New York City;New York;United States;US;East
ES-14080;Erin Smith;Corporativo;Yunyang;Henan;China;APAC;North Asia
FC-14335;Fred Chung;Corporativo;Caloundra;Queensland;Australia;APAC;Oceania
TS-21160;Theresa Swint;Corporativo;Manila;National Capital;Philippines;APAC;Southeast Asia
RE-9450;Richard Eichhorn;Consumidor;Sakaka;Al Jawf;Saudi Arabia;EMEA;EMEA
JC-15340;Jasper Cacioppo;Consumidor;Saint-Dizier;Champagne-Ardenne;France;EU;Central
MH-17785;Maya Herman;Corporativo;Bandung;Jawa Barat;Indonesia;APAC;Southeast Asia
RF-19840;Roy Französisch;Consumidor;Cuttack;Odisha;India;APAC;Central Asia
PG-18820;Patrick Gardner;Consumidor;Xuzhou;Jiangsu;China;APAC;North Asia
DO-13645;Doug O'Connell;Consumidor;Bridgetown;Saint Michael;Barbados;LATAM;Caribbean
SC-10305;Sean Christensen;Consumidor;Lubumbashi;Katanga;Democratic Republic of the Congo;Africa;Africa
TN-21040;Tanja Norvell;Outros;Phoenix;Arizona;United States;US;West
DR-12880;Dan Reichenbach;Corporativo;New York City;New York;United States;US;East
EB-3975;Erica Bern;Corporativo;Dakar;Dakar;Senegal;Africa;Africa
NS-8505;Neola Schneider;Consumidor;Kano;Kano;Nigeria;Africa;Africa
SF-20065;Sandra Flanagan;Consumidor;Changzhou;Jiangsu;China;APAC;North Asia
RA-19285;Ralph Arnett;Consumidor;Puertollano;Castile-La Mancha;Spain;EU;South
LT-17110;Liz Thompson;Consumidor;Hamburg;Hamburg;Germany;EU;Central
BF-11170;Ben Ferrer;Outros;Lawrence;Massachusetts;United States;US;East
AR-825;Anthony Rawles;Corporativo;Fes;Fès-Boulemane;Morocco;Africa;Africa
SD-20485;Shirley Daniels;Outros;Ciego de Ávila;Ciego de Ávila;Cuba;LATAM;Caribbean
GW-4605;Giulietta Weimer;Consumidor;Arkhangelsk;Arkhangel'sk;Russia;EMEA;EMEA
DB-13120;David Bremer;Corporativo;Marion;Ohio;United States;US;East
JC-5775;John Castell;Consumidor;Nizhyn;Chernihiv;Ukraine;EMEA;EMEA
ND-8460;Neil Ducich;Corporativo;Bamako;Bamako;Mali;Africa;Africa
TC-11295;Toby Carlisle;Consumidor;Montréal;Quebec;Canada;Canada;Canada
DM-2955;Dario Medina;Corporativo;Kharkiv;Kharkiv;Ukraine;EMEA;EMEA
PJ-9015;Pauline Johnson;Consumidor;Dnipropetrovs'k;Dnipropetrovs'k;Ukraine;EMEA;EMEA
JH-5820;John Huston;Consumidor;Ardabil;Ardabil;Iran;EMEA;EMEA
ME-18010;Michelle Ellison;Corporativo;Paris;Ile-de-France;France;EU;Central
AH-10690;Anna Häberlin;Corporativo;Sydney;New South Wales;Australia;APAC;Oceania
RD-19660;Robert Dilbeck;Outros;Tlalpan;Distrito Federal;Mexico;LATAM;North
CD-1980;Carol Darley;Consumidor;Mahajanga;Boeny;Madagascar;Africa;Africa
CL-2565;Clay Ludtke;Consumidor;Saida;Saida;Algeria;Africa;Africa
MO-7800;Meg O'Connel;Outros;Arzgir;Stavropol';Russia;EMEA;EMEA
CR-2580;Clay Rozendal;Outros;Alexandria;Al Iskandariyah;Egypt;Africa;Africa
TC-10980;Tamara Chand;Corporativo;Baku;Baki;Azerbaijan;EMEA;EMEA
RD-9900;Ruben Dartt;Consumidor;Vinnytsya;Vinnytsya;Ukraine;EMEA;EMEA
CS-12250;Chris Selesnick;Corporativo;Bossier City;Louisiana;United States;US;South
CH-12070;Cathy Hwang;Outros;Paris;Ile-de-France;France;EU;Central
JF-15355;Jay Fein;Consumidor;Libourne;Aquitaine;France;EU;Central
AS-135;Adrian Shami;Outros;Ashdod;Southern;Israel;EMEA;EMEA
SP-20620;Stefania Perrino;Corporativo;Chittagong;Chittagong;Bangladesh;APAC;Central Asia
EC-14050;Erin Creighton;Consumidor;Pune;Maharashtra;India;APAC;Central Asia
IG-5085;Ivan Gibson;Consumidor;Alexandria;Al Iskandariyah;Egypt;Africa;Africa
TB-21355;Todd Boyes;Corporativo;Patrocínio;Minas Gerais;Brazil;LATAM;South
MH-17620;Matt Hagelstein;Corporativo;San Francisco;California;United States;US;West
GT-14755;Guy Thornton;Consumidor;Tijuana;Baja California;Mexico;LATAM;North
DF-13135;David Flashing;Consumidor;Slough;England;United Kingdom;EU;North
AS-240;Alan Shonely;Consumidor;Tallinn;Harjumaa;Estonia;EMEA;EMEA
PG-8820;Patrick Gardner;Consumidor;Chipata;Eastern;Zambia;Africa;Africa
JS-6030;Joy Smith;Consumidor;Yaounde;Centre;Cameroon;Africa;Africa
SS-20590;Sonia Sunley;Consumidor;Camagüey;Camagüey;Cuba;LATAM;Caribbean
CS-2490;Cindy Schnelling;Corporativo;Ad Diwaniyah;Al Qadisiyah;Iraq;EMEA;EMEA
CM-2715;Craig Molinari;Corporativo;Galati;Galati;Romania;EMEA;EMEA
BM-1140;Becky Martin;Consumidor;Kharkiv;Kharkiv;Ukraine;EMEA;EMEA
RD-19720;Roger Demir;Consumidor;Bry-sur-Marne;Ile-de-France;France;EU;Central
LD-17005;Lisa DeCherney;Consumidor;New York City;New York;United States;US;East
EB-3705;Ed Braxton;Corporativo;Benghazi;Banghazi;Libya;Africa;Africa
RH-19555;Ritsa Hightower;Consumidor;Bacoor;Calabarzon;Philippines;APAC;Southeast Asia
JP-6135;Julie Prescott;Outros;Tabuk;Tabuk;Saudi Arabia;EMEA;EMEA
PB-9210;Phillip Breyer;Corporativo;Bene Beraq;Tel Aviv;Israel;EMEA;EMEA
LC-16960;Lindsay Castell;Outros;San Diego;California;United States;US;West
JC-15385;Jenna Caffey;Consumidor;London;England;United Kingdom;EU;North
IL-15100;Ivan Liston;Consumidor;Columbus;Indiana;United States;US;Central
SW-10245;Scot Wooten;Consumidor;Roodepoort;Gauteng;South Africa;Africa;Africa
CP-2340;Christine Phan;Corporativo;Rabat;Rabat-Salé-Zemmour-Zaer;Morocco;Africa;Africa
NS-18640;Noel Staavos;Corporativo;Christchurch;Canterbury;New Zealand;APAC;Oceania
TR-21325;Toby Ritter;Consumidor;José Bonifácio;São Paulo;Brazil;LATAM;South
NF-8385;Natalie Fritzler;Consumidor;Lusaka;Lusaka;Zambia;Africa;Africa
TZ-21580;Tracy Zic;Consumidor;Leeds;England;United Kingdom;EU;North
TB-11055;Ted Butterfield;Consumidor;Basra;Al Basrah;Iraq;EMEA;EMEA
AJ-10795;Anthony Johnson;Corporativo;Apple Valley;California;United States;US;West
GH-14485;Gene Hale;Corporativo;Richardson;Texas;United States;US;Central
AG-10300;Aleksandra Gannaway;Corporativo;Auckland;Auckland;New Zealand;APAC;Oceania
EH-3945;Eric Hoffmann;Consumidor;Cape Town;Western Cape;South Africa;Africa;Africa
JD-6150;Justin Deggeller;Corporativo;Cape Town;Western Cape;South Africa;Africa;Africa
KH-16360;Katherine Hughes;Consumidor;Louisville;Kentucky;United States;US;South
JB-6045;Julia Barnett;Outros;Kharkiv;Kharkiv;Ukraine;EMEA;EMEA
AH-585;Angele Hood;Consumidor;Mashhad;Razavi Khorasan;Iran;EMEA;EMEA
MS-7530;MaryBeth Skach;Consumidor;Antananarivo;Analamanga;Madagascar;Africa;Africa
HA-14905;Helen Abelman;Consumidor;Manila;National Capital;Philippines;APAC;Southeast Asia
JG-15310;Jason Gross;Corporativo;Denpasar;Bali;Indonesia;APAC;Southeast Asia
CD-1920;Carlos Daly;Consumidor;Mabopane;Gauteng;South Africa;Africa;Africa
TC-21535;Tracy Collins;Outros;Alice Springs;Northern Territory;Australia;APAC;Oceania
PB-9105;Peter Bühler;Consumidor;Ufa;Bashkortostan;Russia;EMEA;EMEA
AR-10405;Allen Rosenblatt;Corporativo;Franklin;Massachusetts;United States;US;East
NK-18490;Neil Knudson;Outros;Brisbane;Queensland;Australia;APAC;Oceania
MG-7695;Maureen Gnade;Consumidor;Mecca;Makkah;Saudi Arabia;EMEA;EMEA
AJ-10945;Ashley Jarboe;Consumidor;Reynosa;Tamaulipas;Mexico;LATAM;North
RS-19420;Ricardo Sperren;Corporativo;Seattle;Washington;United States;US;West
SC-20770;Stewart Carmichael;Corporativo;Philadelphia;Pennsylvania;United States;US;East
LM-17065;Liz MacKendrick;Consumidor;Jiaozuo;Henan;China;APAC;North Asia
DP-13000;Darren Powers;Consumidor;Kuala Lumpur;Kuala Lumpur;Malaysia;APAC;Southeast Asia
RD-9660;Robert Dilbeck;Outros;Al Mahallah al Kubra;Al Gharbiyah;Egypt;Africa;Africa
LB-16735;Larry Blacks;Consumidor;Santo Domingo;Santo Domingo;Dominican Republic;LATAM;Caribbean
MZ-17515;Mary Zewe;Corporativo;Landskrona;Skåne;Sweden;EU;North
ER-3855;Elpida Rittenbach;Corporativo;Budapest;Budapest;Hungary;EMEA;EMEA
MS-17710;Maurice Satty;Consumidor;Bath;England;United Kingdom;EU;North
LC-6960;Lindsay Castell;Outros;Lome;Maritime;Togo;Africa;Africa
GZ-14545;George Zrebassa;Corporativo;Palaiseau;Ile-de-France;France;EU;Central
JK-5625;Jim Karlsson;Consumidor;Kinshasa;Kinshasa;Democratic Republic of the Congo;Africa;Africa
JJ-15760;Joel Jenkins;Outros;Montreuil;Ile-de-France;France;EU;Central
CA-2265;Christina Anderson;Consumidor;Sofia;Sofiya-Grad;Bulgaria;EMEA;EMEA
CC-2220;Chris Cortes;Consumidor;Toronto;Ontario;Canada;Canada;Canada
KL-6555;Kelly Lampkin;Corporativo;Hurghada;Al Bahr Al Ahmar;Egypt;Africa;Africa
CS-2175;Charles Sheldon;Corporativo;Arusha;Arusha;Tanzania;Africa;Africa
KL-16555;Kelly Lampkin;Corporativo;Greensboro;North Carolina;United States;US;South
RD-9810;Ross DeVincentis;Outros;Nouakchott;Nouakchott;Mauritania;Africa;Africa
AJ-945;Ashley Jarboe;Consumidor;Saint-Louis;Saint-Louis;Senegal;Africa;Africa
CC-2685;Craig Carroll;Consumidor;George;Western Cape;South Africa;Africa;Africa
LO-17170;Lori Olson;Corporativo;Sindelfingen;Baden-Württemberg;Germany;EU;Central
DE-13255;Deanra Eno;Outros;Villa Nueva;Guatemala;Guatemala;LATAM;Central
RF-9345;Randy Ferguson;Corporativo;Riyadh;Ar Riyad;Saudi Arabia;EMEA;EMEA
SC-20020;Sam Craven;Consumidor;Douai;Nord-Pas-de-Calais;France;EU;Central
DW-13585;Dorothy Wardle;Corporativo;Fukuyama;Hiroshima;Japan;APAC;North Asia
EM-4065;Erin Mull;Consumidor;Yaounde;Centre;Cameroon;Africa;Africa
TD-20995;Tamara Dahlen;Consumidor;San Diego;California;United States;US;West
BD-11320;Bill Donatelli;Consumidor;San Francisco;California;United States;US;West
CW-11905;Carl Weiss;Outros;Glasgow;Scotland;United Kingdom;EU;North
CK-2325;Christine Kargatis;Outros;Basra;Al Basrah;Iraq;EMEA;EMEA
BP-11095;Bart Pistole;Corporativo;Karlstad;Värmland;Sweden;EU;North
DV-3465;Dianna Vittorini;Consumidor;Karbala';Karbala';Iraq;EMEA;EMEA
MY-7380;Maribeth Yedwab;Corporativo;Riyadh;Ar Riyad;Saudi Arabia;EMEA;EMEA
PB-9150;Philip Brown;Consumidor;Hrodna;Hrodna;Belarus;EMEA;EMEA
AG-10390;Allen Goldenen;Consumidor;Wollongong;New South Wales;Australia;APAC;Oceania
KW-16570;Kelly Williams;Consumidor;Wigan;England;United Kingdom;EU;North
JF-5190;Jamie Frazer;Consumidor;Beykoz;Istanbul;Turkey;EMEA;EMEA
GB-14575;Giulietta Baptist;Consumidor;Columbia;South Carolina;United States;US;South
MR-7545;Mathew Reese;Outros;Mbandaka;Equateur;Democratic Republic of the Congo;Africa;Africa
MO-17950;Michael Oakman;Consumidor;Rome;Lazio;Italy;EU;South
TA-11385;Tom Ashbrook;Outros;Lusaka;Lusaka;Zambia;Africa;Africa
JM-5655;Jim Mitchum;Corporativo;Nzerekore;Nzérékoré;Guinea;Africa;Africa
JS-5880;John Stevenson;Consumidor;Zaria;Kaduna;Nigeria;Africa;Africa
HP-14815;Harold Pawlan;Outros;New York City;New York;United States;US;East
CS-12400;Christopher Schild;Outros;Bogotá;Bogota;Colombia;LATAM;South
DE-3255;Deanra Eno;Outros;Shumen;Shumen;Bulgaria;EMEA;EMEA
